2000	83
2500	73
3000	60
3000    66
5000	54
10000	47
20000	37
35000	32
50000	28
100000	24
200000  15
500000	13
1E06	12
1E06    10
3E06	9
5E06	5
5E06	6
7E06	5
10E06	6
10E06	7
20E06	7
50E06	4
80E06	2
80E06	1
100E06	1
1E09	1

